0,1,0,1.135882567,1.5849625,0.460560748,1,2,0.693147181,2.135882568,2.377443751,0.866025856,2,4,1.386294361,3.135882568,3.566165627,1.271490964,3,5.583629155,1.719838951,0.687073702,1.500925526,0.406081935,1,2,0.693147181,1.584962501,3,1.098612289
0,1,0,1.037605624,1.441337425,0.36557145,1,1.774075869,0.57327965,2.037605625,2.058464452,0.721960293,2,3.14734519,1.146559301,3.037605626,2.939822298,1.078349137,3,4.337389866,1.467272754,0.78542661,1.500295953,0.40566239,1.173038038,2,0.693147181,1.859221302,3,1.098612289
0,1,0,0.965203263,1.351150243,0.300956261,1,1.630832985,0.489090918,1.965203264,1.857906262,0.619450188,2,2.659616224,0.978181836,2.965203264,2.554723796,0.937944115,3,3.595731047,1.279747322,0.881913555,1.499977597,0.405450173,1.341859491,2,0.693147181,2.126796974,3,1.098612289
0,1,0,0.908942502,1.289592548,0.254326314,1,1.532012822,0.426582441,1.908942503,1.720411169,0.542563314,2,2.347063286,0.853164881,2.908942503,2.295154848,0.830800313,3,3.110632384,1.134826044,0.976983639,1.499890781,0.405392293,1.507348983,2,0.693147181,2.389091614,3,1.098612289
0,1,0,0.863550286,1.245085518,0.219204216,1,1.459764831,0.378275348,1.863550287,1.620379649,0.482660473,2,2.130913362,0.756550696,2.863550287,2.108795074,0.746116729,3,2.771487794,1.019384286,1.070837999,1.49989448,0.405394759,1.670135237,2,0.693147181,2.647101722,3,1.098612289
0,1,0,0.825890335,1.21151966,0.191875489,1,1.404659271,0.339794762,1.825890336,1.544384252,0.434625289,2,1.973067669,0.679589524,2.825890336,1.968703271,0.677375088,3,2.522405713,0.925213094,1.163608074,1.499906091,0.4054025,1.830677998,2,0.693147181,2.901555977,3,1.098612289
0,1,0,0.79396515,1.185375143,0.170059301,1,1.36125132,0.308404365,1.79396515,1.484716795,0.395224044,2,1.853005155,0.616808729,2.79396515,1.859650908,0.620388787,3,2.332419454,0.846906121,1.255432224,1.499913677,0.405407558,1.989323484,2,0.693147181,3.153003123,3,1.098612289
0,1,0,0.766434074,1.164485246,0.15227914,1,1.326179219,0.28230204,1.766434074,1.436641107,0.362307824,2,1.758751322,0.564604081,2.766434075,1.772403453,0.572336509,3,2.183116413,0.780753403,1.346439411,1.499924948,0.405415072,2.14633931,2,0.693147181,3.40186732,3,1.098612289
0,1,0,0.742359214,1.147445333,0.137538022,1,1.297255831,0.260251134,1.742359214,1.397088509,0.334390434,2,1.682872692,0.520502269,2.742359214,1.701045134,0.531242847,3,2.062919505,0.724122215,1.436721882,1.499934925,0.405421724,2.301937011,2,0.693147181,3.648483842,3,1.098612289
0,1,0,0.721061994,1.133306134,0.125139143,1,1.272997138,0.241374072,1.721061995,1.363984176,0.310409958,2,1.620521714,0.482748143,2.721061995,1.641615426,0.495680773,3,1.964212418,0.67509136,1.526359341,1.499943486,0.405427431,2.456287019,2,0.693147181,3.893122816,3,1.098612289
0,1,0,0.702037599,1.121403809,0.114581301,1,1.252360854,0.225030453,1.702037599,1.335875334,0.289586758,2,1.568407709,0.450060907,2.702037599,1.591365121,0.464592215,3,1.881793551,0.632225338,1.615417924,1.499950397,0.405432039,2.609528917,2,0.693147181,4.136005478,3,1.098612289
0,1,0,0.68490157,1.111260655,0.105495096,1,1.234593517,0.210741779,1.684901571,1.311714596,0.271335134,2,1.524221151,0.421483559,2.684901571,1.548327275,0.437175171,3,1.811997077,0.594429594,1.703954226,1.499956094,0.405435837,2.761778652,2,0.693147181,4.377315599,3,1.098612289
0,1,0,0.669355203,1.102524465,0.097602518,1,1.219136959,0.198143198,1.669355204,1.290727897,0.25520632,2,1.486294926,0.396286396,2.669355204,1.511058082,0.412810122,3,1.752169497,0.560854733,1.792016264,1.499960763,0.405438949,2.913133735,2,0.693147181,4.617207729,3,1.098612289
0,1,0,0.655162373,1.094930074,0.090690501,1,1.205568907,0.186951578,1.655162374,1.272330859,0.24085054,2,1.45339639,0.373903155,2.655162374,1.478474154,0.391010579,3,1.700345344,0.530831374,1.879645614,1.499964728,0.405441593,3.063677058,2,0.693147181,4.855813252,3,1.098612289
0,1,0,0.642133595,1.08827419,0.084593129,1,1.193564003,0.176943791,1.642133595,1.256074082,0.227991049,2,1.424595028,0.353887583,2.642133595,1.449746869,0.371388968,3,1.655039333,0.503824775,1.966878152,1.499968132,0.405443862,3.213479768,2,0.693147181,5.09324493,3,1.098612289
0,1,0,0.630114782,1.082398454,0.079179369,1,1.182867519,0.167941592,1.630114782,1.241606324,0.216405964,2,1.399175568,0.335883183,2.630114782,1.42423177,0.353632559,3,1.615109147,0.479402538,2.05374519,1.49997108,0.405445828,3.362603449,2,0.693147181,5.329600371,3,1.098612289
0,1,0,0.618979152,1.077177752,0.074344429,1,1.173277185,0.159800846,1.618979152,1.228649108,0.20591528,2,1.376579352,0.319601692,2.618979152,1.401420172,0.337486131,3,1.579662486,0.457211208,2.140274259,1.499973664,0.405447551,3.511101813,2,0.693147181,5.564964709,3,1.098612289
0,1,0,0.608621289,1.072511992,0.070003553,1,1.164630345,0.152403736,1.608621289,1.216978814,0.196371406,2,1.35636384,0.304807472,2.608621289,1.380905245,0.322739259,3,1.547992637,0.436959019,2.226489677,1.49997594,0.405449068,3.659022031,2,0.693147181,5.799412708,3,1.098612289
0,1,0,0.598952714,1.068320183,0.066087492,1,1.156794718,0.145653006,1.598952714,1.206413819,0.187652173,2,1.338174019,0.291306012,2.598952714,1.36235777,0.309216853,3,1.514004209,0.414757935,2.33462331,1.499977727,0.405450259,3.806405785,2,0.693147181,6.033010432,3,1.098612289
